code,market,issue,issue_short,industry,unit,info,topix100,tracking
3658-T,東証1部,イーブックイニシアティブジャパン,ポールＨＤ,情報・通信業,100,貸借銘柄,,
3659-T,東証1部,ネクソン,イーブック,情報・通信業,100,制度信用銘柄,,
3660-T,東証1部,アイスタイル,ネクソン,情報・通信業,100,貸借銘柄,,
3661-T,東証1部,エムアップ,アイスタイル,情報・通信業,100,制度信用銘柄,,
3662-T,東証1部,エイチーム,エムアップ,情報・通信業,100,貸借銘柄,,
3667-T,東証1部,enish,エイチーム,情報・通信業,100,貸借銘柄,,
3668-T,東証1部,コロプラ,ｅｎｉｓｈ,情報・通信業,100,貸借銘柄,,
3669-T,東証1部,モバイルクリエイト,コロプラ,情報・通信業,100,制度信用銘柄,,
3672-T,東証1部,オルトプラス,モバクリ,情報・通信業,100,貸借銘柄,,
3673-T,東証1部,ブロードリーフ,オルトプラス,情報・通信業,100,制度信用銘柄,,
3676-T,東証1部,ハーツユナイテッドグループ,ブロドリーフ,情報・通信業,100,貸借銘柄,,
3708-T,東証1部,特種東海製紙,ＨＵＧ,パルプ・紙,100,貸借銘柄,,
3724-T,東証1部,ベリサーブ,特種東海,情報・通信業,1000,貸借銘柄,,
3738-T,東証1部,ティーガイア,ベリサーブ,情報・通信業,100,貸借銘柄,,
3751-T,東証1部,日本アジアグループ,ティーガイア,情報・通信業,100,貸借銘柄,,
3756-T,東証1部,豆蔵ホールディングス,ＪＡＧ,情報・通信業,100,貸借銘柄,,
3762-T,東証1部,テクマトリックス,豆蔵ＨＤ,情報・通信業,100,制度信用銘柄,,
3769-T,東証1部,GMOペイメントゲートウェイ,テクマト,情報・通信業,100,貸借銘柄,,
3770-T,東証1部,ザッパラス,ＧＭＯＰＧ,情報・通信業,100,貸借銘柄,,
3774-T,東証1部,インターネットイニシアティブ,ザッパラス,情報・通信業,100,制度信用銘柄,,
3788-T,東証1部,GMOクラウド,ＩＩＪ,情報・通信業,100,制度信用銘柄,,
3811-T,東証1部,ビットアイル,ＧＭＯクラウド,情報・通信業,100,貸借銘柄,,
3817-T,東証1部,SRAホールディングス,ビットアイル,情報・通信業,100,貸借銘柄,,
3826-T,東証1部,システムインテグレータ,ＳＲＡＨＤ,情報・通信業,100,制度信用銘柄,,
3831-T,東証1部,パイプドビッツ,ＳＩ,情報・通信業,100,貸借銘柄,,
3834-T,東証1部,朝日ネット,パイプドビッツ,情報・通信業,100,貸借銘柄,,
3844-T,東証1部,コムチュア,朝日ネット,情報・通信業,100,貸借銘柄,,
3861-T,東証1部,王子ホールディングス,コムチュア,パルプ・紙,100,制度信用銘柄,,
3863-T,東証1部,日本製紙,王子ＨＤ,パルプ・紙,1000,貸借銘柄,,
3864-T,東証1部,三菱製紙,日本紙,パルプ・紙,100,貸借銘柄,,
3865-T,東証1部,北越紀州製紙,三菱紙,パルプ・紙,1000,貸借銘柄,,
3877-T,東証1部,中越パルプ工業,北越紀州,パルプ・紙,100,貸借銘柄,,
3878-T,東証1部,巴川製紙所,中越パル,パルプ・紙,1000,貸借銘柄,,
3880-T,東証1部,大王製紙,巴川紙,パルプ・紙,1000,貸借銘柄,,
3903-T,東証1部,gumi,大王紙,情報・通信業,1000,貸借銘柄,,
3941-T,東証1部,レンゴー,ｇｕｍｉ,パルプ・紙,100,制度信用銘柄,,
3946-T,東証1部,トーモク,レンゴー,パルプ・紙,1000,貸借銘柄,,
3950-T,東証1部,ザ・パック,トーモク,パルプ・紙,1000,貸借銘柄,,
4003-T,東証1部,コープケミカル,ザ・パック,化学,100,貸借銘柄,,
4004-T,東証1部,昭和電工,コープケミ,化学,1000,制度信用銘柄,,
4005-T,東証1部,住友化学,昭電工,化学,1000,貸借銘柄,,
4007-T,東証1部,日本化成,住友化,化学,1000,貸借銘柄,,
4008-T,東証1部,住友精化,日化成,化学,1000,貸借銘柄,,
4021-T,東証1部,日産化学工業,住友精化,化学,1000,貸借銘柄,,
4022-T,東証1部,ラサ工業,日産化,化学,100,貸借銘柄,,
4023-T,東証1部,クレハ,ラサ工,化学,1000,貸借銘柄,,
4025-T,東証1部,多木化学,クレハ,化学,1000,貸借銘柄,,
4027-T,東証1部,テイカ,多木化学,化学,1000,貸借銘柄,,
4028-T,東証1部,石原産業,テイカ,化学,1000,貸借銘柄,,
4031-T,東証1部,片倉チッカリン,石原産,化学,1000,貸借銘柄,,
4041-T,東証1部,日本曹達,片倉チッカリ,化学,1000,貸借銘柄,,
4042-T,東証1部,東ソー,日曹達,化学,1000,貸借銘柄,,
4043-T,東証1部,トクヤマ,東ソー,化学,1000,貸借銘柄,,
4044-T,東証1部,セントラル硝子,トクヤマ,化学,1000,貸借銘柄,,
4045-T,東証1部,東亞合成,セ硝子,化学,1000,貸借銘柄,,
4046-T,東証1部,ダイソー,東亜合,化学,1000,貸借銘柄,,
4047-T,東証1部,関東電化工業,ダイソー,化学,1000,貸借銘柄,,
4061-T,東証1部,電気化学工業,関電化,化学,1000,貸借銘柄,,
4062-T,東証1部,イビデン,電化,電気機器,1000,貸借銘柄,,
4063-T,東証1部,信越化学工業,イビデン,化学,100,貸借銘柄/TOPIX100,1,
4064-T,東証1部,日本カーバイド工業,信越化,化学,100,貸借銘柄,,
4078-T,東証1部,堺化学工業,カーバイド,化学,1000,貸借銘柄,,
4088-T,東証1部,エア・ウォーター,堺化学,化学,1000,貸借銘柄,,
4091-T,東証1部,大陽日酸,エア・ウォーター,化学,1000,貸借銘柄,,
4092-T,東証1部,日本化学工業,大陽日酸,化学,100,貸借銘柄,,
4095-T,東証1部,日本パーカライジング,日本化,化学,1000,貸借銘柄,,
4097-T,東証1部,高圧ガス工業,日パーカライ,化学,100,貸借銘柄,,
4098-T,東証1部,チタン工業,高圧ガス,化学,1000,貸借銘柄,,
4099-T,東証1部,四国化成工業,チタン工,化学,1000,制度信用銘柄,,
4100-T,東証1部,戸田工業,四国化,化学,1000,貸借銘柄,,
4109-T,東証1部,ステラ ケミファ,戸田工,化学,1000,貸借銘柄,,
4112-T,東証1部,保土谷化学工業,ステラケミファ,化学,100,制度信用銘柄,,
4114-T,東証1部,日本触媒,保土谷化,化学,1000,貸借銘柄,,
4116-T,東証1部,大日精化工業,日触媒,化学,1000,貸借銘柄,,
4118-T,東証1部,カネカ,大日精化,化学,1000,貸借銘柄,,
4151-T,東証1部,協和発酵キリン,カネカ,医薬品,1000,貸借銘柄,,
4182-T,東証1部,三菱瓦斯化学,協和キリン,化学,1000,貸借銘柄,,
4183-T,東証1部,三井化学,菱瓦斯化,化学,1000,貸借銘柄,,
4185-T,東証1部,JSR,三井化学,化学,1000,貸借銘柄,,
4186-T,東証1部,東京応化工業,ＪＳＲ,化学,100,貸借銘柄,,
4187-T,東証1部,大阪有機化学工業,東応化,化学,100,貸借銘柄,,
4188-T,東証1部,三菱ケミカルホールディングス,大有機化,化学,100,貸借銘柄/TOPIX100,1,
4201-T,東証1部,日本合成化学工業,三菱ケミＨＤ,化学,100,貸借銘柄,,
4202-T,東証1部,ダイセル,日本合,化学,1000,貸借銘柄,,
4203-T,東証1部,住友ベークライト,ダイセル,化学,100,貸借銘柄,,
4204-T,東証1部,積水化学工業,住友ベーク,化学,1000,貸借銘柄,,
4205-T,東証1部,日本ゼオン,積水化,化学,1000,貸借銘柄,,
4206-T,東証1部,アイカ工業,日ゼオン,化学,1000,貸借銘柄,,
4208-T,東証1部,宇部興産,アイカ工,化学,100,貸借銘柄,,
4212-T,東証1部,積水樹脂,宇部興,化学,1000,貸借銘柄,,
4215-T,東証1部,タキロン,積水樹脂,化学,100,貸借銘柄,,
4216-T,東証1部,旭有機材工業,タキロン,化学,1000,貸借銘柄,,
4217-T,東証1部,日立化成,旭有機,化学,1000,貸借銘柄,,
4218-T,東証1部,ニチバン,日立化成,化学,100,貸借銘柄,,
4220-T,東証1部,リケンテクノス,ニチバン,化学,1000,貸借銘柄,,
4221-T,東証1部,大倉工業,リケンテクノス,化学,100,貸借銘柄,,
4228-T,東証1部,積水化成品工業,大倉工,化学,1000,貸借銘柄,,
4229-T,東証1部,群栄化学工業,積水化成,化学,1000,貸借銘柄,,
4231-T,東証1部,タイガースポリマー,群栄化,化学,1000,貸借銘柄,,
4238-T,東証1部,ミライアル,タイガーポリ,化学,100,貸借銘柄,,
4245-T,東証1部,ダイキアクシス,ミライアル,化学,100,制度信用銘柄,,
4246-T,東証1部,ダイキョーニシカワ,ダイキアクシス,化学,100,貸借銘柄,,
4272-T,東証1部,日本化薬,ＤＮＣ,化学,100,制度信用銘柄,,
4275-T,東証1部,カーリットホールディングス,日化薬,化学,1000,貸借銘柄,,
4282-T,東証1部,EPSホールディングス,カーリットＨＤ,サービス業,100,貸借銘柄,,
4283-T,東証1部,パナソニック インフォメーションシステムズ,ＥＰＳ,情報・通信業,100,貸借銘柄,,
4286-T,東証1部,レッグス,パナＩＳ,サービス業,100,貸借銘柄,,
4290-T,東証1部,プレステージ・インターナショナル,ＰＩ,サービス業,100,貸借銘柄,,
4295-T,東証1部,フェイス,フェイス,情報・通信業,100,制度信用銘柄,,
4299-T,東証1部,ハイマックス,ハイマックス,情報・通信業,100,貸借銘柄,,
4301-T,東証1部,アミューズ,アミューズ,サービス業,100,貸借銘柄,,
4307-T,東証1部,野村総合研究所,ＮＲＩ,情報・通信業,100,貸借銘柄,,
4310-T,東証1部,ドリームインキュベータ,ＤＩ,サービス業,100,貸借銘柄,,
4312-T,東証1部,サイバネットシステム,サイバネット,情報・通信業,100,貸借銘柄,,
4318-T,東証1部,クイック,クイック,サービス業,100,貸借銘柄,,
4319-T,東証1部,TAC,ＴＡＣ,サービス業,100,制度信用銘柄,,
4320-T,東証1部,CEホールディングス,ＣＥＨＤ,情報・通信業,100,制度信用銘柄,,
4321-T,東証1部,ケネディクス,ケネディクス,サービス業,100,貸借銘柄,,
4324-T,東証1部,電通,電通,サービス業,100,貸借銘柄,,
4326-T,東証1部,インテージホールディングス,インテージＨＤ,情報・通信業,100,貸借銘柄,,
4331-T,東証1部,テイクアンドギヴ・ニーズ,Ｔ＆Ｇニーズ,サービス業,100,制度信用銘柄,,
4333-T,東証1部,東邦システムサイエンス,東邦システム,情報・通信業,100,制度信用銘柄,,
4337-T,東証1部,ぴあ,ぴあ,サービス業,100,貸借銘柄,,
4343-T,東証1部,イオンファンタジー,イオンファン,サービス業,100,制度信用銘柄,,
4344-T,東証1部,ソースネクスト,ソースネクスト,情報・通信業,100,制度信用銘柄,,
4346-T,東証1部,ネクシィーズ,ＮＥＸＹＺ．,サービス業,100,貸借銘柄,,
4350-T,東証1部,メディカルシステムネットワーク,メディシス,小売業,100,制度信用銘柄,,
4358-T,東証1部,ティー・ワイ・オー,ＴＹＯ,情報・通信業,100,貸借銘柄,,
4362-T,東証1部,日本精化,日本精化,化学,100,貸借銘柄,,
4401-T,東証1部,ADEKA,ＡＤＥＫＡ,化学,100,貸借銘柄,,
4403-T,東証1部,日油,日油,化学,1000,貸借銘柄,,
4404-T,東証1部,ミヨシ油脂,ミヨシ油脂,食料品,1000,貸借銘柄,,
4406-T,東証1部,新日本理化,新日本理化,化学,100,貸借銘柄,,
4410-T,東証1部,ハリマ化成グループ,ハリマ化成Ｇ,化学,100,貸借銘柄,,
4452-T,東証1部,花王,花王,化学,100,貸借銘柄/TOPIX100,1,
4461-T,東証1部,第一工業製薬,第一工業,化学,1000,貸借銘柄,,
4465-T,東証1部,ニイタカ,ニイタカ,化学,100,制度信用銘柄,,
4471-T,東証1部,三洋化成工業,三洋化成,化学,1000,貸借銘柄,,
4502-T,東証1部,武田薬品工業,武田薬,医薬品,100,貸借銘柄/TOPIX100,1,
4503-T,東証1部,アステラス製薬,アステラス薬,医薬品,100,貸借銘柄/TOPIX100,1,
4506-T,東証1部,大日本住友製薬,大日住薬,医薬品,100,貸借銘柄,,
4507-T,東証1部,塩野義製薬,塩野義薬,医薬品,100,貸借銘柄,,
4508-T,東証1部,田辺三菱製薬,田辺三菱,医薬品,100,貸借銘柄,,
4512-T,東証1部,わかもと製薬,わかもと,医薬品,1000,貸借銘柄,,
4514-T,東証1部,あすか製薬,あすか薬,医薬品,100,貸借銘柄,,
4516-T,東証1部,日本新薬,日新薬,医薬品,1000,貸借銘柄,,
4517-T,東証1部,ビオフェルミン製薬,ビオフェルミン,医薬品,100,貸借銘柄,,
4519-T,東証1部,中外製薬,中外薬,医薬品,100,貸借銘柄,,
4521-T,東証1部,科研製薬,科研薬,医薬品,1000,貸借銘柄,,
4523-T,東証1部,エーザイ,エーザイ,医薬品,100,貸借銘柄/TOPIX100,1,
4526-T,東証1部,理研ビタミン,理研ビタミン,食料品,100,制度信用銘柄,,
4527-T,東証1部,ロート製薬,ロート薬,医薬品,100,貸借銘柄,,
4528-T,東証1部,小野薬品工業,小野薬,医薬品,100,貸借銘柄,,
4530-T,東証1部,久光製薬,久光薬,医薬品,100,貸借銘柄,,
4531-T,東証1部,有機合成薬品工業,有機薬,医薬品,1000,貸借銘柄,,
4534-T,東証1部,持田製薬,持田薬,医薬品,100,貸借銘柄,,
4536-T,東証1部,参天製薬,参天薬,医薬品,100,貸借銘柄,,
4538-T,東証1部,扶桑薬品工業,扶桑薬,医薬品,1000,貸借銘柄,,
4539-T,東証1部,日本ケミファ,日ケミファ,医薬品,1000,制度信用銘柄,,
4540-T,東証1部,ツムラ,ツムラ,医薬品,100,貸借銘柄,,
4541-T,東証1部,日医工,日医工,医薬品,100,貸借銘柄,,
4543-T,東証1部,テルモ,テルモ,精密機器,100,貸借銘柄,,
4544-T,東証1部,みらかホールディングス,みらかＨＤ,サービス業,100,貸借銘柄,,
4547-T,東証1部,キッセイ薬品工業,キッセイ薬,医薬品,100,貸借銘柄,,
4548-T,東証1部,生化学工業,生化学,医薬品,100,貸借銘柄,,
4549-T,東証1部,栄研化学,栄研化,医薬品,100,貸借銘柄,,
4550-T,東証1部,日水製薬,日水薬,医薬品,100,貸借銘柄,,
4551-T,東証1部,鳥居薬品,鳥居薬,医薬品,100,貸借銘柄,,
4552-T,東証1部,JCRファーマ,ＪＣＲファーマ,医薬品,100,貸借銘柄,,
4553-T,東証1部,東和薬品,東和薬品,医薬品,100,貸借銘柄,,
4554-T,東証1部,富士製薬工業,富士製薬,医薬品,100,貸借銘柄,,
4555-T,東証1部,沢井製薬,沢井薬,医薬品,100,貸借銘柄,,
4559-T,東証1部,ゼリア新薬工業,ゼリア新薬,医薬品,100,貸借銘柄,,
4568-T,東証1部,第一三共,第一三共,医薬品,100,貸借銘柄/TOPIX100,1,
4569-T,東証1部,キョーリン製薬ホールディングス,キョーリンＨＤ,医薬品,100,貸借銘柄,,
4574-T,東証1部,大幸薬品,大幸薬品,医薬品,100,貸借銘柄,,
4577-T,東証1部,ダイト,ダイト,医薬品,100,貸借銘柄,,
4578-T,東証1部,大塚ホールディングス,大塚ＨＤ,医薬品,100,貸借銘柄/TOPIX100,1,
4581-T,東証1部,大正製薬ホールディングス,大正薬ＨＤ,医薬品,100,貸借銘柄,,
4611-T,東証1部,大日本塗料,大日塗料,化学,1000,貸借銘柄,,
4612-T,東証1部,日本ペイントホールディングス,日ペイントＨＤ,化学,100,貸借銘柄,,
4613-T,東証1部,関西ペイント,関ペイント,化学,1000,貸借銘柄,,
4615-T,東証1部,神東塗料,神東塗料,化学,1000,制度信用銘柄,,
4617-T,東証1部,中国塗料,中国塗料,化学,1000,貸借銘柄,,
4619-T,東証1部,日本特殊塗料,日特塗料,化学,100,貸借銘柄,,
4620-T,東証1部,藤倉化成,藤倉化,化学,100,貸借銘柄,,
4626-T,東証1部,太陽ホールディングス,太陽ＨＤ,化学,100,貸借銘柄,,
4631-T,東証1部,DIC,ＤＩＣ,化学,1000,貸借銘柄,,
4633-T,東証1部,サカタインクス,サカタインクス,化学,100,貸借銘柄,,
4634-T,東証1部,東洋インキSCホールディングス,洋インキＨＤ,化学,1000,貸借銘柄,,
4636-T,東証1部,T&K TOKA,Ｔ＆ＫＴＯＫＡ,化学,100,貸借銘柄,,
4641-T,東証1部,アルプス技研,アルプス技,サービス業,100,貸借銘柄,,
4651-T,東証1部,サニックス,サニックス,サービス業,100,貸借銘柄,,
4653-T,東証1部,ダイオーズ,ダイオーズ,サービス業,100,制度信用銘柄,,
4658-T,東証1部,日本空調サービス,日本空調,サービス業,100,貸借銘柄,,
4661-T,東証1部,オリエンタルランド,ＯＬＣ,サービス業,100,貸借銘柄/TOPIX100,1,
4665-T,東証1部,ダスキン,ダスキン,サービス業,100,貸借銘柄,,
4666-T,東証1部,パーク24,パーク２４,不動産業,100,貸借銘柄,,
4668-T,東証1部,明光ネットワークジャパン,明光ネット,サービス業,100,貸借銘柄,,
4671-T,東証1部,ファルコホールディングス,ファルコＨＤ,サービス業,100,貸借銘柄,,
4674-T,東証1部,クレスコ,クレスコ,情報・通信業,100,貸借銘柄,,
4676-T,東証1部,フジ・メディア・ホールディングス,フジＨＤ,情報・通信業,100,貸借銘柄,,
4678-T,東証1部,秀英予備校,秀英,サービス業,100,貸借銘柄,,
4679-T,東証1部,田谷,田谷,サービス業,100,制度信用銘柄,,
4680-T,東証1部,ラウンドワン,ラウンドワン,サービス業,100,貸借銘柄,,
4681-T,東証1部,リゾートトラスト,リゾートトラ,サービス業,100,貸借銘柄,,
4684-T,東証1部,オービック,オービック,情報・通信業,100,制度信用銘柄,,
4686-T,東証1部,ジャストシステム,ジャストシステム,情報・通信業,100,貸借銘柄,,
4687-T,東証1部,TDCソフトウェアエンジニアリング,ＴＤＣソフト,情報・通信業,100,制度信用銘柄,,
4689-T,東証1部,ヤフー,ヤフー,情報・通信業,100,貸借銘柄,,
4694-T,東証1部,ビー・エム・エル,ＢＭＬ,サービス業,100,貸借銘柄,,
4696-T,東証1部,ワタベウェディング,ワタベ,サービス業,100,貸借銘柄,,
4704-T,東証1部,トレンドマイクロ,トレンド,情報・通信業,100,貸借銘柄,,
4708-T,東証1部,もしもしホットライン,もしもし,サービス業,100,貸借銘柄,,
4709-T,東証1部,インフォメーション・ディベロプメント,ＩＤ,情報・通信業,100,貸借銘柄,,
4714-T,東証1部,リソー教育,リソー教育,サービス業,100,制度信用銘柄,,
4716-T,東証1部,日本オラクル,日本オラクル,情報・通信業,100,貸借銘柄,,
4718-T,東証1部,早稲田アカデミー,早稲アカ,サービス業,100,貸借銘柄,,
4719-T,東証1部,アルファシステムズ,アルファ,情報・通信業,100,貸借銘柄,,
4722-T,東証1部,フューチャーアーキテクト,フューチャー,情報・通信業,100,貸借銘柄,,
4725-T,東証1部,CAC Holdings,ＣＡＣＨＤ,情報・通信業,100,貸借銘柄,,
4726-T,東証1部,ソフトバンク・テクノロジー,ソフトバンテク,情報・通信業,100,貸借銘柄,,
4728-T,東証1部,トーセ,トーセ,情報・通信業,100,制度信用銘柄,,
4732-T,東証1部,ユー・エス・エス,ＵＳＳ,サービス業,100,貸借銘柄,,
4733-T,東証1部,オービックビジネスコンサルタント,ＯＢＣ,情報・通信業,100,制度信用銘柄,,
4739-T,東証1部,伊藤忠テクノソリューションズ,ＣＴＣ,情報・通信業,100,貸借銘柄,,
4743-T,東証1部,アイティフォー,アイティフォー,情報・通信業,100,貸借銘柄,,
4745-T,東証1部,東京個別指導学院,東京個別,サービス業,100,貸借銘柄,,
4746-T,東証1部,東計電算,東計電算,情報・通信業,100,貸借銘柄,,
4751-T,東証1部,サイバーエージェント,サイバーエージェント,サービス業,100,貸借銘柄,,
4755-T,東証1部,楽天,楽天,サービス業,100,貸借銘柄/TOPIX100,1,
4762-T,東証1部,エックスネット,ＸＮＥＴ,情報・通信業,100,制度信用銘柄,,
4767-T,東証1部,テー・オー・ダブリュー,ＴＯＷ,サービス業,100,制度信用銘柄,,
4768-T,東証1部,大塚商会,大塚商会,情報・通信業,100,貸借銘柄,,
4775-T,東証1部,総合メディカル,総合メディ,小売業,100,貸借銘柄,,
4776-T,東証1部,サイボウズ,ＣＹＢＯＺＵ,情報・通信業,100,制度信用銘柄,,
4779-T,東証1部,ソフトブレーン,ソフトブレーン,情報・通信業,100,貸借銘柄,,
4801-T,東証1部,セントラルスポーツ,セントラルＳＰ,サービス業,100,制度信用銘柄,,
4809-T,東証1部,パラカ,パラカ,不動産業,100,制度信用銘柄,,
4812-T,東証1部,電通国際情報サービス,ＩＳＩＤ,情報・通信業,100,貸借銘柄,,
4820-T,東証1部,イーエムシステムズ,ＥＭシステムズ,情報・通信業,100,貸借銘柄,,
4825-T,東証1部,ウェザーニューズ,ＷＮＩウェザー,情報・通信業,100,貸借銘柄,,
4826-T,東証1部,CIJ,ＣＩＪ,情報・通信業,100,貸借銘柄,,
4828-T,東証1部,東洋ビジネスエンジニアリング,東洋ＢＥＮＧ,情報・通信業,100,制度信用銘柄,,
4829-T,東証1部,日本エンタープライズ,日本エンタープライズ,情報・通信業,100,貸借銘柄,,
4839-T,東証1部,WOWOW,ＷＯＷＯＷ,情報・通信業,100,貸借銘柄,,
4845-T,東証1部,フュージョンパートナー,フュージョン,情報・通信業,100,貸借銘柄,,
4848-T,東証1部,フルキャストホールディングス,フルキャストＨＤ,サービス業,100,貸借銘柄,,
4901-T,東証1部,富士フイルムホールディングス,富士フイルム,化学,100,貸借銘柄/TOPIX100,1,
4902-T,東証1部,コニカミノルタ,コニカミノルタ,電気機器,100,貸借銘柄,,
4911-T,東証1部,資生堂,資生堂,化学,100,貸借銘柄/TOPIX100,1,
4912-T,東証1部,ライオン,ライオン,化学,1000,貸借銘柄,,
4914-T,東証1部,高砂香料工業,高砂香料,化学,1000,貸借銘柄,,
4917-T,東証1部,マンダム,マンダム,化学,100,貸借銘柄,,
4919-T,東証1部,ミルボン,ミルボン,化学,100,貸借銘柄,,
4921-T,東証1部,ファンケル,ファンケル,化学,100,貸借銘柄,,
4922-T,東証1部,コーセー,コーセー,化学,100,貸借銘柄,,
4923-T,東証1部,コタ,ＣＯＴＡ,化学,100,制度信用銘柄,,
4924-T,東証1部,ドクターシーラボ,ＤＲ．シーラボ,化学,100,貸借銘柄,,
4926-T,東証1部,シーボン,シーボン,化学,100,制度信用銘柄,,
4927-T,東証1部,ポーラ・オルビスホールディングス,ポーラオルＨＤ,化学,100,貸借銘柄,,
4928-T,東証1部,ノエビアホールディングス,ノエビアＨＤ,化学,100,制度信用銘柄,,
4929-T,東証1部,アジュバンコスメジャパン,アジュバン,化学,100,貸借銘柄,,
4951-T,東証1部,エステー,エステー,化学,100,貸借銘柄,,
4955-T,東証1部,アグロ カネショウ,アグロカネショウ,化学,100,貸借銘柄,,
4956-T,東証1部,コニシ,コニシ,化学,100,貸借銘柄,,
4958-T,東証1部,長谷川香料,長谷川香,化学,100,貸借銘柄,,
4963-T,東証1部,星光PMC,星光ＰＭＣ,化学,100,貸借銘柄,,
4967-T,東証1部,小林製薬,小林製薬,化学,100,貸借銘柄,,
4968-T,東証1部,荒川化学工業,荒川化学,化学,100,貸借銘柄,,
4971-T,東証1部,メック,メック,化学,100,貸借銘柄,,
4973-T,東証1部,日本高純度化学,高純度化,化学,100,制度信用銘柄,,
4975-T,東証1部,JCU,ＪＣＵ,化学,100,制度信用銘柄,,
4977-T,東証1部,新田ゼラチン,ニッタゼラチン,化学,100,貸借銘柄,,
4985-T,東証1部,アース製薬,アース製薬,化学,100,貸借銘柄,,
4989-T,東証1部,イハラケミカル工業,イハラケミカル,化学,100,貸借銘柄,,
4992-T,東証1部,北興化学工業,北興化,化学,1000,貸借銘柄,,
4994-T,東証1部,大成ラミック,大成ラミック,化学,100,貸借銘柄,,
4996-T,東証1部,クミアイ化学工業,クミアイ化,化学,100,貸借銘柄,,
4997-T,東証1部,日本農薬,日農薬,化学,100,貸借銘柄,,
5002-T,東証1部,昭和シェル石油,昭和シェル,石油石炭製品,100,貸借銘柄,,
5007-T,東証1部,コスモ石油,コスモ石,石油石炭製品,1000,貸借銘柄,,
5009-T,東証1部,富士興産,富士興産,卸売業,100,貸借銘柄,,
5011-T,東証1部,ニチレキ,ニチレキ,石油石炭製品,1000,貸借銘柄,,
5012-T,東証1部,東燃ゼネラル石油,東燃ゼネ,石油石炭製品,1000,貸借銘柄,,
5013-T,東証1部,ユシロ化学工業,ユシロ化,石油石炭製品,100,貸借銘柄,,
5015-T,東証1部,ビーピー・カストロール,ＢＰカストロール,石油石炭製品,100,制度信用銘柄,,
5017-T,東証1部,富士石油,富士石油,石油石炭製品,100,貸借銘柄,,
5018-T,東証1部,MORESCO,ＭＯＲＥＳＣＯ,石油石炭製品,100,貸借銘柄,,
5019-T,東証1部,出光興産,出光興産,石油石炭製品,100,貸借銘柄,,
5020-T,東証1部,JXホールディングス,ＪＸ,石油石炭製品,100,貸借銘柄/TOPIX100,1,
5101-T,東証1部,横浜ゴム,浜ゴム,ゴム製品,1000,貸借銘柄,,
5105-T,東証1部,東洋ゴム工業,洋ゴム,ゴム製品,100,貸借銘柄,,
5108-T,東証1部,ブリヂストン,ブリヂス,ゴム製品,100,貸借銘柄/TOPIX100,1,
5110-T,東証1部,住友ゴム工業,住友ゴム,ゴム製品,100,貸借銘柄,,
5121-T,東証1部,藤倉ゴム工業,藤倉ゴム,ゴム製品,100,貸借銘柄,,
5122-T,東証1部,オカモト,オカモト,ゴム製品,1000,貸借銘柄,,
5142-T,東証1部,アキレス,アキレス,化学,1000,貸借銘柄,,
5185-T,東証1部,フコク,フコク,ゴム製品,100,貸借銘柄,,
5186-T,東証1部,ニッタ,ニッタ,ゴム製品,100,貸借銘柄,,
5187-T,東証1部,クリエートメディック,クリエート,精密機器,100,制度信用銘柄,,
5191-T,東証1部,住友理工,住友理工,ゴム製品,100,貸借銘柄,,
5192-T,東証1部,三ツ星ベルト,三星ベルト,ゴム製品,1000,貸借銘柄,,
5195-T,東証1部,バンドー化学,バンドー化,ゴム製品,1000,貸借銘柄,,
5196-T,東証1部,鬼怒川ゴム工業,鬼怒ゴム,輸送用機器,1000,貸借銘柄,,
5201-T,東証1部,旭硝子,旭硝子,ガラス土石製品,1000,貸借銘柄,,
5202-T,東証1部,日本板硝子,板硝子,ガラス土石製品,1000,貸借銘柄,,
5204-T,東証1部,石塚硝子,石塚硝,ガラス土石製品,1000,貸借銘柄,,
5208-T,東証1部,有沢製作所,有沢製,化学,100,貸借銘柄,,
5210-T,東証1部,日本山村硝子,日山村硝,ガラス土石製品,1000,貸借銘柄,,
5214-T,東証1部,日本電気硝子,日電硝,ガラス土石製品,1000,貸借銘柄,,
5218-T,東証1部,オハラ,オハラ,ガラス土石製品,100,貸借銘柄,,
5232-T,東証1部,住友大阪セメント,住友大阪,ガラス土石製品,1000,貸借銘柄,,
5233-T,東証1部,太平洋セメント,太平洋セメ,ガラス土石製品,1000,貸借銘柄,,
5234-T,東証1部,デイ・シイ,デイシイ,ガラス土石製品,100,制度信用銘柄,,
5261-T,東証1部,リゾートソリューション,リソル,サービス業,1000,制度信用銘柄,,
5262-T,東証1部,日本ヒューム,日ヒューム,ガラス土石製品,100,貸借銘柄,,
5269-T,東証1部,日本コンクリート工業,日コンクリ,ガラス土石製品,100,貸借銘柄,,
5273-T,東証1部,三谷セキサン,三谷セキサン,ガラス土石製品,100,貸借銘柄,,
5288-T,東証1部,ジャパンパイル,Ｊパイル,ガラス土石製品,100,制度信用銘柄,,
5301-T,東証1部,東海カーボン,東海カーボ,ガラス土石製品,1000,貸借銘柄,,
5302-T,東証1部,日本カーボン,日カーボン,ガラス土石製品,1000,貸借銘柄,,
5310-T,東証1部,東洋炭素,東洋炭素,ガラス土石製品,100,制度信用銘柄,,
5331-T,東証1部,ノリタケカンパニーリミテド,ノリタケ,ガラス土石製品,1000,貸借銘柄,,
5332-T,東証1部,TOTO,ＴＯＴＯ,ガラス土石製品,1000,貸借銘柄,,
5333-T,東証1部,日本碍子,日本ガイシ,ガラス土石製品,1000,貸借銘柄,,
